texto,review_score,sentimento
Muito ruim na hora de devolver o dinheiro,2,negativo
"Super recomendo Ótimo produto, recebi cfe o anunciado, recomendo.",5,positivo
"Ótimo Produto chegou muito rápido, tudo correto, indicado a todos.",5,positivo
preço ótimo e entrega rápida,5,positivo
Ótima,5,positivo
Quero a verdadeira da Roger com selo do imetro ...a que veio é totalmente falsificada...tudo .... me admiro a lojas lannister vender algo falsificado ... me ajudem ... estou tentando acordo com vcs,1,negativo
Demorou muito para chegar o produto,3,neutro
Recebi apenas a bomba para encher os pneus da bicicleta da qual nem recebi. Que o caso seja resolvido em seis dias caso contrário devolverei os produtos que recebi procurarei as medidas cabiveis.,1,negativo
Só recebi abolça o kit berco não,2,negativo
Chegou antes da data prevista. Produto muito bonito,5,positivo
Atendimento rápido sem burocracia fiz minha compra pelo telefone o atendente tirou minhas duvidas a compra foi rápida e a entrega com um prazo de entrega dentro do que foi estabelecido,5,positivo
"Produto chegou em péssimo estado, sujo, lascado, rasgado e não consigo nem ligar nem enviar email para fazer minha reclamação e pedir meu dinheiro de volta.",1,negativo
"Enviaram uma mercadoria onde a data da validade foi retirada, que demonstra que houve fraude, por ser mercadoria velha e vencida. Quero meu dinheiro de volta ou a troca por uma mercadoria nova.",1,negativo
recomendo!,4,positivo
Ótimo serviço!,5,positivo
pontualidade na entrega.,4,positivo
Empresa confiável Empresa responsável é comprometida com a entrega correta e antes do prazo combinado. Parabéns,5,positivo
Recomendo a todos. O produto cheio muitoooo antes do previsto. Veio muito bem embalado.,5,positivo
Recomendo produto entregue na data antes do previsto adorei,5,positivo
O desenho que veio no skate e as cores do capacete vieram diferente e havia comprado pelas cores e desenho do skate.,4,positivo
Transação excelente  Otimo produto. Entrega rapida negociação plena,5,positivo
"Muito bom, sem demora.",5,positivo
"Produto dentro do esperado. Entrega rápida, antes do prazo.",4,positivo
"A entrega foi em tempo perfeito, porem o produto o fechequer naõ funciona corretamente e não fecha a pussera do relogio.",5,positivo
Chegou até antes do prazo e bem embalado.,5,positivo
Não tive nenhum problema o produto chegou antes do prazo.,3,neutro
Kérastase Chronologist -,5,positivo
O prazo de entrega não foi cumprido. Fiz a compra há mais de 20 dias e não recebi o produto. Pelo rastreamento não é possivel saber o que aconteceu e qual a nova previsão de chegada.,3,neutro
"Entrega no prazo, todos os produtos lacrados! Excelente como eu esperava!",5,positivo
.,5,positivo
otimo atendimento,5,positivo
Produto entregue em ótimas condições e rápido.,5,positivo
"Ótimo produto, chegou super rápido em casa e além disso a qualidade do material é boa. Gostei bastante e agora vou usa-la no dia a dia.",5,positivo
já havia comprado outro Ferrari black na internet por preço semelhante mas de outro fornecedor. O que recebi agora praticamente não tem fixação. E de baixa qualidade.,1,negativo
"Só chegou o modelo na cor prata, o dourado não veio!",3,neutro
Solicitado 30X30 recebi 4 Preciso trocar o produto pelo kit menor 30X30 como na primeira compra.q foi extornado por falta de comunicação do correio. Vou providenciasr devolução.,1,negativo
"me atendeu, mais não está reconhecendo o cartão de memória, dentro do esperado.",4,positivo
Chegou antes do prazo previsto,5,positivo
"descaso com o cliente muito ruim, atendimento somente eletronico, vc é obrigado a esperar pele boa vontade da loja para entrar em contato.",2,negativo
Mais de 22 dias e ainda não foi entregue,2,negativo
Super rápido a entrega,5,positivo
muito resistente perfeita.,5,positivo
"Ela tem alguns problemas, como a chave q não tranca a meleta, ou se a parte de dentro ficar torta ela não fecha, também achei a mesma maleta por 3/5 do preço pago e sem frete. Mas é boa e resistente!",4,positivo
Muito Luinda,4,positivo
Bababa,5,positivo
Ótimo Bem.legal os canudos,5,positivo
"o produto chegou quebrado e com marcadas de já ser usado, estou tentando fazer a troca e não to conseguindo",1,negativo
"Produto muito bom, recomendo",3,neutro
Recebi somente parte do pedido visto que comprei duas unidades do gaveteiro e recebi somente uma unidade.,1,negativo
ótimo trabalho,5,positivo
"Muito feliz com minha compra. O pedido chegou 
em 2 dias. Recomendo",5,positivo
Não recebi o meu produto e gostaria de saber porque!?,1,negativo
Não recebi P Correio ainda não me entregou o produto,3,neutro
AMEIII Entrega rápida... bem antes do prazo pedido e produto muito bom... ameiii e comprarei mais em breve!!!,5,positivo
o produto chegou no periodo estipuldado!,5,positivo
Muito bom o serviço de vcs gostei muito o produto chegou no prazo,5,positivo
exelente,5,positivo
"super recomendo A entrega foi muito rápida, me surpreendeu",5,positivo
Não chegou O produto ainda não chegou,1,negativo
10 Estrelas,5,positivo
Eu comprei dois produtos e só recebi um falta o outro estou com a nota de um produto só .gostaria de saber o que aconteceu ? Pois estou tentando rastrear e no rastreamentos diz que já recebi o protudo,1,negativo
Ótima loja,3,neutro
8 O produto que recebi veio diferente do anunciado o do anúncio não tinha elástico o que recebi veio cim elástico fiz uma.a nova compra de um patins e espero receber corretamente,1,negativo
"Não é a primeira vez de atraso na entrega, quando consegue falar a atendente ainda pede um prazo de dois dias, fora o atraso, infelizmente as mudanças de entrega dos parceiros não está sendo pratica",1,negativo
"sempre comprei no baratheon, recebi sempre os produtos antes do prazo, agora comprei alguns produtos e estou recebendo parcialmente,do pedido falta duas cuzcuzeira...",2,negativo
Bom produto!!!,4,positivo
Decepção Quase um mês e nada,1,negativo
Ótimo,5,positivo
Sim muito bom  Parabéns pelo serviço prestado,5,positivo
produto recebido dentro do prazo e de qualidade.,4,positivo
acabei de usar uma bateria está tudo perfeito obrigada,5,positivo
Estou esperando o pedido sei que o correio sempre atrasa,1,negativo
Entrega em atraso já entrei em contato e não tenho resposta.,1,negativo
"O produto era pra ser entregue no dia 27/11/2017 e não chegou, status produto i disponível, mandei um formulário pra eles e ainda não me responderam, quero saber do meu reembolso, qdo e como sera?",1,negativo
"A entrega ainda não foi realizada,estava previsto para 02/01/2018,nem status de onde anda o produto eu tenho para acompanhar.",2,negativo
Produto de péssima qualidade,1,negativo
Vendedor é muito rápido na hora de enviar e o produto chegou muito rápido. Produto 100% original.,5,positivo
"Loja de extrema confiança, produto original de qualidade, entrega garantida, ótimo preço, estão de parabéns!!!",5,positivo
"O produto que eu comprei veio errado, comprei duas placas de lavadora diferentes, veio duas iguais veio duas bwg/C10A, e necessito da outra placa Bwl09 urgente",1,negativo
"Produto muito bom, recomendo a loja e o produto",5,positivo
"Recomendo, entregue muito antes do prazo predeterminado.",5,positivo
"Muito bom, confiável,nos deixa seguro quanto a compra e nos fornece informações sobre o produto e seu destino até chegar ao consumidor.",5,positivo
Muito bom Muito bom!,5,positivo
OTIMO Produtos recebidos em 2 dias e funcionando!,5,positivo
Entrega feita normalmente. Produto de boa qualidade.,5,positivo
Foi me enviado um produto divergente ao que foi comprado.,2,negativo
"Amei o produto a entrega, chegou conforme o anuncio, cumpre o prometido.",5,positivo
chegou antes do prazo,5,positivo
"Amei Muito bom o trabalho de vocês, tudo rápido ágil e com dedicação aos clientes, amei obrigado",5,positivo
Excelente vendedor ótimo produto. Entrega rápida.,5,positivo
Papel de parede excelente Excelente papel de parede e serviço de entrega.,5,positivo
chegou muito + muito mesmo antes do prazo !,5,positivo
Super recomendo!!! Recebi o produto que escolhi e em tempo recorde. Adorei!,4,positivo
Satisfeita!  O produto chegou direitinho e antes da data prevista.,5,positivo
"Não recebi o produto, e no site consta como entregue.",1,negativo
"PRODUTO CHEGOU ANTES DO ESPERADO POREM VEIO COM ARRANHÕES NA TAMPA DE ACRILICO, GOSTARIA DE SABER COMO PROCEDER...",4,positivo
podem comprar e garantido,5,positivo
ótimo produto e entregue dentro do prazo,5,positivo
Ótima compra e entrega pe,5,positivo
"Comprei duas calças recebi apenas uma , mas consta no status que que recebi as duas",1,negativo
"super refcomendo Entrega super rapida, bem antes do esperado .",5,positivo
Peruca,4,positivo
O Produto chegou 15 dias depois do pagamento e voltarei fazer outras compras desta empresa ! Vcs estão de parabéns 😍😍,5,positivo
Produto ainda não chegou.,1,negativo
Foi comprado as fronhas e foi entregue no prazo determinado e estou satisfeito com o mesmo,5,positivo
Esperando.,1,negativo
Tudo como o combinado! !!,5,positivo
Cortinas lindas,3,neutro
O produto foi entregue em um prazo menor que o programado.,3,neutro
"Compromisso Produto foi entregue dentro do prazo, foi possivel realizar o rastreio e acompanhar as etapas. Aparelho veio bem embalado, realizei alguns testes e o funcionamento está ok, produto de qualidade",5,positivo
Cumpriu com perfeição,5,positivo
"Produto não entregue!  O produto tinha data prevista para o dia 30/04 até agora não foi recebido e nenhuma ligação da responsável pela entrega. Nenhum email, nada. Estou no aguardo! Ainda tenho esperanças de receber.",1,negativo
Ainda não recebi. Estou aguardando!,4,positivo
Ameiii,5,positivo
"Recebi somente um item do pedido 
O kit bolsas 
O kit berço não recebi",4,positivo
tudo ok,4,positivo
"Não recebi o produto até hoje, por isso não recomendo.",1,negativo
recebi o produto em ordem e rápido,4,positivo
Recomendado,5,positivo
"Excelente loja recomendo 
Já comprei vários produtos 
São de ótima qualidade",5,positivo
Muito bom recomendo,5,positivo
Ótimo!  Gostei muito é bem mais forte do que esperava! Enche super rápido!,5,positivo
Recomendo parcialmente Eu sofro de uma dor muscular no ombro esquerdo e no pescoço também lado esquerdo já fiz vários testes com o referido produto seguindo o que manda o manual porém até o momento ainda não obtive sucesso,2,negativo
Tudo perfeito recebi super rapido tudo ok,5,positivo
O produto chegou bem antes do prazo. Parabéns pelo atendimento.,5,positivo
boa,5,positivo
Super recomento produto ótimo e entrega bem antes do prazo,5,positivo
Ótimo,5,positivo
O produto mesmo depois de quase dois meses do pedido nao chegou.,1,negativo
Produto bom e dentro do prazo,5,positivo
"Devolução e troca Comprei um carregador Motorola turbopower 15W, mas chegou aqui em minhas mãos um carregador que não encaixa em nenhum Motorola, testei no Moto G4, G5 Plus e G5S Plus, e em nenhum deles o USB encaixou.",1,negativo
"8 Poderia melhorar o estrato da compra no site, pq as vezes não aparecia a minha compra",3,neutro
"Otimo serviço das lannister, não e a primeira que compro pelo site da loja e sempre ocorreu tudo dentro do combinado!",5,positivo
"Mais uma vez a empresa falida ""correios"" falhou na entrega, prejudicando assim a loja e o cliente. Precisamos escolher outras formas de envio urgente.",5,positivo
Produto correto e bem sntes do prazo. Super recomendo,5,positivo
"Enviou antes do prazo, sem defeitos, com todas as peças, recomendo!!",5,positivo
Lixo,1,negativo
"Ótimo sistema para compra, porém, não fui informado da data de saída do produto e nem que o produto já estava em transito, recebi de surpresa, e isso me deixou receoso durante a compra.",3,neutro
Mais rápido que o previsto. Bem embalado. otima qualidade.,5,positivo
"Comprei o tablet para dar como presente de natal mas, infelizmente, já paguei e até agora não recebi o produto.peço que entreguem o mais rápido possível",1,negativo
"Eficácia Foi fácil e simples, como deve ser",5,positivo
Quero meu dinheiro paguei e não recebi meu dinheiro hoje vou fazer moletin de ocorrência ...não fizerao nem nota fiz passarão a mão no meu dio targaryen cuidado gente vcs vão se arrepender ...lixoooo,1,negativo
parabéns  muito bom goste e volto comprar de novo,4,positivo
Ótimo produto,5,positivo
Chegou antes do prazo e em perfeito estado!,5,positivo
"Excelente  Entregue antes do prazo, amei o produto!",5,positivo
Muito satisfeito Muito bom!,5,positivo
"Rapidez e seriedade Já comprei vários produtos, rapidez, seriedade e qualidade.
Vou continuar comprando.",5,positivo
Produto fora de especific Produto fora da específicação.,1,negativo
Muito bom!,3,neutro
"bom muito bem embalado, mas demorou muito a chegar.",4,positivo
1o,5,positivo
ok recebi no tempo previsto,5,positivo
otimo,5,positivo
....... ........,1,negativo
Ótimo,5,positivo
"Produto veio antes do prazo estabelecido e ainda é mais bonito do que nas fotos, muito satisfeita !",5,positivo
"Ruim Não recebi o produto,
Aguardo extorno do valor no cartão de crédito !",1,negativo
recomendo produto dentro das especificações chegou dentro do prazo pelo preço uma otima aquisição!!!,3,neutro
"Tudo incrível como sempre, lojas lannister arrasa sempre!! Parabéns e obrigada!!!",5,positivo
"Foi entregue o produto errado, entrei em contato e vão enviar o correto. Estou no aguardo.",4,positivo
Mt Boa! Mede até a temperatura do corpo... Muito bacana!,5,positivo
Não cumpriu o prazo de entrega!,1,negativo
"chegou produto muito bom,recomendo",4,positivo
Entregou antes do prazo tudo bem embalado,5,positivo
Ótima compra,5,positivo
"Gostaria apenas que a empresa que me enviou o produto cuidasse mais com a embalagem, pois recebi o aromatizador numa caixa de sapatos com imagens de pantufas rosas e pantufas de estampa de tigre.",5,positivo
Chegou antes do prazo previsto.,4,positivo
"Entrega rápida e bem antes do previsto, estou bem satisfeita!",5,positivo
"Bom eu já sabia que era,mas é muito bonito.recomendo.",5,positivo
Fazer promoções com frete grátis,4,positivo
Superou minhas expectativas.,4,positivo
"produto chegou bem antes do prazo, loja excelente",5,positivo
Não recebi o produto Aguardando ainda o recebimento do produto.,1,negativo
